OBJECTID,NAME_2,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
889,Kings,889,5480,0.380555552511000,0,63,63,10.314598540100000,16.987359147999999,56524.000000000000000,62,0,3,5
890,Kingsbury,890,3654,0.253749997970000,0,39,39,1.888067870830000,4.615400428600000,6899.000000000000000,35,0,19,0
891,Kinney,891,4678,0.324861108512000,0,34,34,0.222744762719000,1.949112116150000,1042.000000000000000,26,0,10,0
892,Kiowa,892,13453,0.934236103637000,0,54,54,0.519512376422000,2.779063499550000,6989.000000000000000,43,0,19,0
893,Kit Carson,893,8457,0.587291661968000,0,56,56,0.504670687005000,3.183335494090000,4268.000000000000000,44,0,21,0
894,Kitsap,894,1781,0.123680554566000,0,60,60,21.382930937699999,14.883052269700000,38083.000000000000000,57,9,58,16
895,Kittitas,895,10314,0.716249994270000,0,62,62,2.178204382390000,5.736442569340000,22466.000000000000000,59,0,35,0
896,Kittson,896,5071,0.352152774961000,0,43,43,2.842437389080000,4.979173891650000,14414.000000000000000,36,0,26,0
897,Klamath,897,25251,1.753541652640000,0,62,62,0.812641083521000,4.503896310490000,20520.000000000000000,60,0,29,0
898,Kleberg,898,3032,0.210555553871000,0,63,63,3.384234828500000,9.756794642550000,10261.000000000000000,57,0,26,0
899,Klickitat,899,8178,0.567916662123000,0,58,58,1.073612130110000,3.791581810570000,8780.000000000000000,44,0,23,0
900,Knott,900,1348,0.093611110362200,0,21,21,5.979228486650000,3.769058237580000,8060.000000000000000,18,7,19,7
901,Knox,901,21824,1.515555543430000,0,63,63,8.367072947210000,14.496855980899999,182603.000000000000000,61,0,4,5
902,Kodiak Island,902,37851,2.628541645640000,0,44,44,0.096377902829500,1.493395262590000,3648.000000000000000,38,0,18,0
903,Koochiching,903,14305,0.993402769831000,0,62,62,0.805452638937000,4.251525414050000,11522.000000000000000,57,0,30,0
904,Kootenai,904,5961,0.413958330022000,0,63,63,8.523737627910000,13.802868901900000,50810.000000000000000,61,0,54,5
905,Kosciusko,905,2212,0.153611109882000,0,60,60,15.554701627500000,11.532256458100001,34407.000000000000000,56,8,41,11
906,Kossuth,906,4099,0.284652775501000,0,58,58,3.582825079290000,6.250886853610000,14686.000000000000000,51,0,28,0
907,La Crosse,907,1981,0.137569443344000,0,62,62,18.438667339700000,16.805623293899998,36527.000000000000000,59,6,36,10
908,La Paz,908,16373,1.137013879790000,0,62,62,0.670066573017000,3.405472866190000,10971.000000000000000,56,0,24,0
909,La Plata,909,6490,0.450694440839000,0,61,61,3.112326656390000,7.059499646900000,20199.000000000000000,59,0,40,0
910,La Salle,910,12036,0.835833326647000,0,62,62,12.839647723500001,14.457161367199999,154538.000000000000000,60,0,4,8
911,Labette,911,2512,0.174444443049000,0,58,58,2.800557324840000,7.718965992610000,7035.000000000000000,53,0,4,0
912,Lac qui Parle,912,3329,0.231180553706000,0,46,46,3.006608591170000,5.645687939770000,10009.000000000000000,40,0,19,0
913,Lackawanna,913,1869,0.129791665628000,5,63,58,26.713750668799999,17.642090833299999,49928.000000000000000,59,7,5,21
914,Laclede,914,2905,0.201736109497000,0,60,60,5.535628227190000,9.053494917229999,16081.000000000000000,57,0,4,5
915,Lafayette,915,12365,0.858680548686000,0,63,63,8.794824100280000,13.949143574000001,108748.000000000000000,61,0,49,6
916,Lafourche,916,4093,0.284236108837000,0,63,63,12.701441485500000,13.447540494300000,51987.000000000000000,61,5,62,7
917,LaGrange,917,1552,0.107777776916000,0,43,43,9.385953608250000,7.075796091450000,14567.000000000000000,38,7,37,8
918,Lake,918,73070,5.074305514960000,0,63,63,5.178527439440000,14.115959047900001,378395.000000000000000,61,0,42,0
919,Lake and Peninsula,919,153839,10.683263803399999,0,9,9,0.003614168058810,0.160318849627000,556.000000000000000,5,0,9,0
920,Lake Erie,920,20246,1.405972210970000,0,63,63,4.900671737630000,10.170897819000000,99219.000000000000000,60,0,39,0
921,Lake Hurron,921,38385,2.665624978680000,0,63,63,0.562224827407000,3.096778721920000,21581.000000000000000,56,0,47,0
922,Lake Michigan,922,93529,6.495069392480000,0,63,63,2.146489324170000,6.909215398710000,200759.000000000000000,61,0,4,0
923,Lake of the Woods,923,8126,0.564305551041000,0,57,57,0.954713266060000,3.812252331850000,7758.000000000000000,45,0,20,0
924,Lake Ontario,924,14979,1.040208325010000,0,63,63,2.254289338410000,6.695898984890000,33767.000000000000000,61,0,51,0
925,Lake St. Clair,925,764,0.053055555131100,7,63,56,23.255235602100001,15.645250398200000,17767.000000000000000,57,9,43,17
926,Lake Superior,926,91206,6.333749949330000,0,62,62,0.267504330855000,2.541878756860000,24398.000000000000000,60,0,4,0
927,Lamar,927,8019,0.556874995545000,0,63,63,6.164359645840000,10.556821791799999,49432.000000000000000,61,0,47,5
928,Lamb,928,3696,0.256666664613000,0,60,60,2.719426406930000,6.185578053950000,10051.000000000000000,49,0,30,0
929,Lamoille,929,1959,0.136041665578000,0,34,34,5.826952526800000,5.814309542860000,11415.000000000000000,31,0,32,6
930,Lamoure,930,5040,0.349999997200000,0,33,33,1.317658730160000,3.393341647160000,6641.000000000000000,28,0,20,0
931,Lampasas,931,2506,0.174027776386000,0,57,57,2.162809257780000,6.302610140420000,5420.000000000000000,46,0,25,0
932,Lancaster,932,9844,0.683611105642000,0,63,63,20.374644453500000,17.979118749700000,200568.000000000000000,61,6,4,12
933,Lander,933,21746,1.510138876810000,0,51,51,0.433826910696000,2.983532449180000,9434.000000000000000,46,0,47,0
934,Lane,934,22142,1.537638876590000,0,63,63,2.552931081200000,8.542918645389999,56527.000000000000000,61,0,49,0
935,Langlade,935,3814,0.264861108992000,0,60,60,4.369690613530000,7.649347426760000,16666.000000000000000,55,0,29,0
936,Lanier,936,705,0.048958332941700,0,49,49,5.458156028370000,6.764007331550000,3848.000000000000000,33,0,15,5
937,Lapeer,937,2733,0.189791665148000,6,59,53,13.711672155100000,8.785878252190001,37474.000000000000000,54,7,47,11
938,LaPorte,938,2425,0.168402776431000,0,61,61,16.515876288699999,13.686469181800000,40051.000000000000000,58,6,52,11
939,Laramie,939,10736,0.745555549591000,0,63,63,3.592399403870000,10.087953096200000,38568.000000000000000,61,0,41,0
940,Larimer,940,10400,0.722222216444000,0,63,63,6.090576923080000,14.539252826200000,63342.000000000000000,61,0,36,0
941,Larue,941,1002,0.069583332776700,0,36,36,6.442115768460000,5.474048984980000,6455.000000000000000,34,6,4,6
942,Las Animas,942,18081,1.255624989960000,0,61,61,0.466954261379000,3.297052473340000,8443.000000000000000,55,0,36,0
943,Lassen,943,18869,1.310347211740000,0,60,60,0.705972759553000,3.798300766140000,13321.000000000000000,57,0,27,0
944,Latah,944,4715,0.327430552936000,0,59,59,3.074655355250000,6.268399788610000,14497.000000000000000,54,0,22,0
945,Latimer,945,2637,0.183124998535000,0,45,45,1.491467576790000,4.242062252950000,3933.000000000000000,36,0,25,0
946,Lauderdale,946,7051,0.489652773861000,0,63,63,10.759608566200001,13.144115360800001,75866.000000000000000,61,0,51,7
947,Laurel,947,1686,0.117083332397000,0,61,61,11.564650059300000,14.358700272400000,19498.000000000000000,58,0,47,7
948,Laurens,948,5581,0.387569441344000,0,63,63,9.430030460490000,11.232997878400001,52629.000000000000000,61,0,63,7
949,Lavaca,949,3362,0.233472220354000,0,54,54,3.109161213560000,7.261351609480000,10453.000000000000000,47,0,31,0
950,Lawrence,950,22493,1.562013876390000,0,61,61,7.598452852000000,10.647914501600001,170912.000000000000000,59,0,61,6
951,Le Flore,951,5956,0.413611107802000,0,62,62,3.508562793820000,7.747013151960000,20897.000000000000000,58,0,32,0
952,Le Sueur,952,1984,0.137777776676000,6,52,46,12.139616935499999,8.123366030140000,24085.000000000000000,47,7,52,9
953,Lea,953,15662,1.087638880190000,0,63,63,3.557080832590000,8.937239386080000,55711.000000000000000,60,0,50,0
954,Leake,954,2058,0.142916665523000,0,57,57,5.238095238100000,6.428999733780000,10780.000000000000000,43,0,30,5
955,Leavenworth,955,1820,0.126388887878000,0,62,62,16.048901098900000,14.045269192999999,29209.000000000000000,58,6,38,10
956,Lebanon,956,1430,0.099305554761100,5,62,57,24.895804195800000,14.460108493400000,35601.000000000000000,58,16,62,21
957,Lee,957,22527,1.564374987490000,0,63,63,13.608469836199999,17.551619237499999,306558.000000000000000,61,0,4,7
958,Leelanau,958,1632,0.113333332427000,0,56,56,6.154411764710000,6.129479566160000,10044.000000000000000,39,0,4,6
959,Leflore,959,2189,0.152013887673000,0,61,61,4.694380995890000,11.000945614999999,10276.000000000000000,59,0,35,0
960,Lehigh,960,1372,0.095277777015600,7,63,56,39.203352769699997,19.555972307699999,53787.000000000000000,57,63,7,40
961,Lemhi,961,19433,1.349513878090000,0,50,50,0.195543662842000,1.844058665980000,3800.000000000000000,39,0,18,0
962,Lenawee,962,3056,0.212222220524000,0,60,60,12.617801047100000,10.438889601200000,38560.000000000000000,56,8,41,10
963,Lenoir,963,1498,0.104027776946000,5,63,58,16.443925233600002,14.207262986800000,24633.000000000000000,59,8,46,10
964,Leon,964,6275,0.435763885403000,0,63,63,8.808446215140000,15.701466687900000,55273.000000000000000,61,0,36,0
965,Leslie,965,1541,0.107013888033000,0,20,20,3.056456846200000,3.847691458730000,4710.000000000000000,17,0,19,0
966,Letcher,966,1287,0.089374999285000,0,37,37,7.777777777780000,5.868835981400000,10010.000000000000000,32,0,34,7
967,Levy,967,3976,0.276111108902000,0,46,46,3.379527162980000,5.435655571010000,13437.000000000000000,41,0,28,0
968,Lewis,968,24651,1.711874986310000,0,53,53,2.592835990430000,5.594154440620000,63916.000000000000000,51,0,51,0
969,Lewis and Clark,969,15434,1.071805546980000,0,63,63,1.612738110660000,6.557588391350000,24891.000000000000000,61,0,60,0
970,Lexington,970,2762,0.191805554021000,5,63,58,27.623099203500001,19.308376753200001,76295.000000000000000,59,62,5,20
971,Liberty,971,15520,1.077777769160000,0,63,63,4.451546391750000,9.179606637599999,69088.000000000000000,61,0,45,0
972,Licking,972,2699,0.187430554056000,0,62,62,20.824749907400001,15.318093279999999,56206.000000000000000,59,9,5,14
973,Limestone,973,5540,0.384722219144000,0,63,63,9.087906137179999,12.989208167899999,50347.000000000000000,61,0,4,5
974,Lincoln,974,163901,11.382013797800001,0,63,63,1.857706786410000,5.865413997160000,304480.000000000000000,61,0,59,0
975,Linn,975,17380,1.206944434790000,0,63,63,6.191599539700000,11.951147138400000,107610.000000000000000,61,0,63,0
976,Lipscomb,976,3445,0.239236109197000,0,26,26,0.847314949202000,2.534618807680000,2919.000000000000000,21,0,19,0
977,Litchfield,977,3823,0.265486108987000,0,60,60,15.458017263900000,11.450184520300001,59096.000000000000000,58,6,4,12
978,Little River,978,2056,0.142777776636000,0,62,62,3.857490272370000,8.064949282600001,7931.000000000000000,52,0,25,0
979,Live Oak,979,3683,0.255763886843000,0,58,58,7.106163453710000,11.147122789399999,26172.000000000000000,52,0,55,0
980,Livingston,980,15064,1.046111102740000,0,62,62,11.378584705300000,12.687196104600000,171407.000000000000000,60,0,62,7
981,Llano,981,3388,0.235277775896000,0,47,47,1.801652892560000,5.924224146890000,6104.000000000000000,43,0,26,0
982,Logan,982,31804,2.208611093440000,0,61,61,3.663407118600000,7.629253017830000,116511.000000000000000,59,0,53,0
983,Long,983,1430,0.099305554761100,0,51,51,3.927272727270000,6.366456917380000,5616.000000000000000,38,0,23,0
984,Lonoke,984,2949,0.204791665028000,0,60,60,7.793828416410000,10.586923988500001,22984.000000000000000,58,0,4,6
985,Lorain,985,1996,0.138611110002000,7,62,55,32.678857715400000,19.400833967000001,65227.000000000000000,56,60,7,28
986,Los Alamos,986,400,0.027777777555600,0,62,62,16.055000000000000,17.502056307800000,6422.000000000000000,55,0,34,9
987,Los Angeles,987,14954,1.038472213910000,0,63,63,29.052561187599999,26.414323950400000,434452.000000000000000,61,63,46,13
988,Loudon,988,920,0.063888888377800,5,61,56,20.478260869600000,14.612143744200001,18840.000000000000000,57,6,38,15
989,Loudoun,989,2032,0.141111109982000,0,63,63,25.825787401600000,20.856539514500000,52478.000000000000000,60,10,45,14
990,Louisa,990,3634,0.252361109092000,0,45,45,6.994771601540000,5.435793758650000,25419.000000000000000,39,6,39,6
991,Loup,991,2352,0.163333332027000,0,9,9,0.107568027211000,0.844093445877000,253.000000000000000,6,0,9,0
992,Love,992,1932,0.134166665593000,0,58,58,3.697204968940000,8.039945076020000,7143.000000000000000,51,0,34,0
993,Loving,993,2412,0.167499998660000,0,40,40,4.496268656720000,6.747365016620000,10845.000000000000000,32,0,28,0
994,Lowndes,994,6285,0.436458329842000,0,63,63,11.539379474900000,15.098011815900000,72525.000000000000000,61,0,4,7
995,Lubbock,995,3261,0.226458331522000,0,63,63,17.978534192000001,20.712385483500000,58628.000000000000000,60,0,41,9
996,Lucas,996,3184,0.221111109342000,0,63,63,19.425565326600001,23.817711985100001,61851.000000000000000,60,0,38,7
997,Luce,997,4054,0.281527775526000,0,44,44,0.856931425752000,4.033866873160000,3474.000000000000000,40,0,26,0
998,Lumpkin,998,1042,0.072361110532200,0,55,55,7.809021113240000,8.264984948630000,8137.000000000000000,46,0,23,7
999,Luna,999,10533,0.731458327482000,0,62,62,0.946833760562000,4.672653118380000,9973.000000000000000,55,0,24,0
1000,Lunenburg,1000,1625,0.112847221319000,0,46,46,3.900307692310000,5.500872649440000,6338.000000000000000,37,0,26,5
1001,Luzerne,1001,3646,0.253194442419000,0,63,63,21.575425123399999,17.293049965100000,78664.000000000000000,61,8,4,14
1002,Lycoming,1002,4998,0.347083330557000,0,61,61,8.187074829929999,11.245149993000000,40919.000000000000000,59,0,4,6
1003,Lyman,1003,7194,0.499583329337000,0,42,42,0.939810953572000,3.681112484280000,6761.000000000000000,37,0,34,0
1004,Lynchburg,1004,192,0.013333333226700,27,63,36,57.875000000000000,8.296271753019999,11112.000000000000000,31,63,27,62
1005,Lynn,1005,3230,0.224305553761000,0,34,34,0.888544891641000,3.111542287340000,2870.000000000000000,25,0,20,0
1006,Lyon,1006,17494,1.214861101390000,0,63,63,3.973819595290000,7.791813592410000,69518.000000000000000,61,0,46,0
1007,Mackinac,1007,4591,0.318819441894000,0,45,45,1.613156175130000,4.283082711050000,7406.000000000000000,35,0,22,0
1008,Macomb,1008,1982,0.137638887788000,9,63,54,44.461150353199997,19.713314976800000,88122.000000000000000,55,63,9,55
1009,Macon,1009,12168,0.844999993240000,0,63,63,6.473126232740000,10.928414536000000,78765.000000000000000,61,0,45,5
1010,Macoupin,1010,3391,0.235486109227000,0,54,54,7.053081686820000,7.822500897280000,23917.000000000000000,50,0,47,6
1011,Madera,1011,8134,0.564861106592000,0,63,63,5.117285468400000,10.019909548999999,41624.000000000000000,61,0,48,0
1012,Madison,1012,55995,3.888541635560000,0,63,63,8.139708902580001,14.100542152499999,455783.000000000000000,61,0,42,0
1013,Magoffin,1013,1180,0.081944443788900,0,39,39,2.987288135590000,5.540208137350000,3525.000000000000000,32,0,18,0
1014,Mahaska,1014,2297,0.159513887613000,0,59,59,7.459730082720000,8.485448761020001,17135.000000000000000,56,6,4,6
1015,Mahnomen,1015,2644,0.183611109642000,0,50,50,2.358169440240000,5.350986927370000,6235.000000000000000,38,0,22,0
1016,Mahoning,1016,1707,0.118541665718000,10,63,53,35.340949033400001,17.238523901600001,60327.000000000000000,54,62,10,33
1017,Major,1017,3602,0.250138886888000,0,48,48,1.255691282620000,4.352892173540000,4523.000000000000000,35,0,5,0
1018,Malheur,1018,41046,2.850416643860000,0,62,62,0.415192710617000,2.806099944190000,17042.000000000000000,60,0,47,0
1019,Manassas,1019,37,0.002569444423890,42,63,21,60.540540540499997,5.263821418330000,2240.000000000000000,8,63,52,63
1020,Manassas Park,1020,12,0.000833333326667,61,63,2,62.500000000000000,0.763762615826000,750.000000000000000,3,63,61,63
1021,Manatee,1021,2584,0.179444443009000,0,63,63,20.414086687299999,22.627168380800001,52750.000000000000000,61,5,41,7
1022,Manistee,1022,2336,0.162222220924000,0,58,58,6.248715753420000,8.973813123799999,14597.000000000000000,54,0,26,5
1023,Manitowoc,1023,2504,0.173888887498000,0,62,62,18.047523961700001,11.952905201300000,45191.000000000000000,58,11,0,13
1024,Marathon,1024,6695,0.464930551836000,0,62,62,13.414339059000000,12.711415270700000,89809.000000000000000,59,7,51,9
1025,Marengo,1025,3529,0.245069442484000,0,59,59,2.598186455090000,6.412614825600000,9169.000000000000000,48,0,26,0
1026,Maricopa,1026,33373,2.317569425900000,0,63,63,13.107062595500000,22.282271863300000,437422.000000000000000,61,0,34,0
1027,Maries,1027,2044,0.141944443309000,0,22,22,1.982387475540000,3.562920998510000,4052.000000000000000,20,0,4,0
1028,Marin,1028,2027,0.140763887763000,0,63,63,13.701529353700000,19.873631674799999,27773.000000000000000,60,0,28,5
1029,Marinette,1029,6107,0.424097218829000,0,61,61,5.899787129520000,7.824950225590000,36030.000000000000000,57,0,45,6
1030,Marion,1030,39971,2.775763866680000,0,63,63,10.449625978800000,15.690332000100000,417682.000000000000000,61,0,46,6
1031,Mariposa,1031,5572,0.386944441349000,0,22,22,0.623833452979000,1.990625684780000,3476.000000000000000,20,0,14,0
1032,Marlboro,1032,1770,0.122916665683000,0,61,61,11.501694915300000,11.262419257099999,20358.000000000000000,59,0,41,9
1033,Marquette,1033,10094,0.700972216614000,0,60,60,5.325242718450000,9.098427219230000,53753.000000000000000,58,0,4,0
1034,Marshall,1034,31784,2.207222204560000,0,62,62,6.296658696200000,9.248896719179999,200133.000000000000000,60,0,62,6
1035,Martin,1035,12367,0.858819437574000,0,63,63,7.686504406890000,11.413809739400000,95059.000000000000000,61,0,53,5
1036,Martinsville,1036,44,0.003055555531110,39,63,24,58.272727272700003,5.928987482020000,2564.000000000000000,16,63,39,60
1037,Mason,1037,14581,1.012569436340000,0,58,58,3.925313764490000,7.107547088470000,57235.000000000000000,56,0,55,0
1038,Massac,1038,933,0.064791666148300,0,56,56,10.078242229400001,10.932575604300000,9403.000000000000000,50,6,28,6
1039,Matagorda,1039,3942,0.273749997810000,0,61,61,4.842719431760000,8.936191954540000,19090.000000000000000,57,0,45,0
1040,Matanuska-Susitna,1040,160052,11.114722133300001,0,62,62,0.558505985555000,3.949310148080000,89390.000000000000000,58,0,6,0
1041,Mathews,1041,340,0.023611110922200,0,19,19,7.438235294120000,2.996911616770000,2529.000000000000000,16,7,19,7
1042,Maui,1042,3773,0.262013886793000,0,62,62,4.135170951500000,8.982756736290000,15602.000000000000000,57,0,39,0
1043,Maury,1043,2292,0.159166665393000,0,61,61,12.876090750400000,14.103469703100000,29512.000000000000000,59,5,4,7
1044,Maverick,1044,4503,0.312708330832000,0,63,63,2.653120142130000,9.219462242810000,11947.000000000000000,57,0,29,0
1045,Mayes,1045,2558,0.177638887468000,0,56,56,9.258014073489999,8.698442670450000,23682.000000000000000,53,5,36,6
1046,Mc Kean,1046,3953,0.274513886693000,0,53,53,3.969643308880000,7.696302876400000,15692.000000000000000,49,0,45,0
1047,McClain,1047,2156,0.149722221024000,0,61,61,9.924397031540000,12.688407136300000,21397.000000000000000,58,0,61,7
1048,McCone,1048,12038,0.835972215534000,0,25,25,0.192058481475000,1.419898720580000,2312.000000000000000,21,0,25,0
1049,McCook,1049,2361,0.163958332022000,0,32,32,2.319779754340000,4.275040405940000,5477.000000000000000,27,0,25,0
1050,McCormick,1050,1427,0.099097221429400,0,46,46,5.544498948840000,6.622672632240000,7912.000000000000000,41,0,25,5
1051,McCracken,1051,1001,0.069513888332800,5,62,57,23.968031967999998,18.186814366600000,23992.000000000000000,58,7,45,16
1052,McCreary,1052,1623,0.112708332432000,0,47,47,3.311768330250000,6.538583774230000,5375.000000000000000,36,0,27,0
1053,McCulloch,1053,3804,0.264166664553000,0,55,55,0.940325972660000,4.771031088090000,3577.000000000000000,45,0,21,0
1054,McCurtain,1054,6881,0.477847218399000,0,59,59,2.170614736230000,6.076795012610000,14936.000000000000000,54,0,28,0
1055,McDonald,1055,2061,0.143124998855000,0,45,45,5.872392042700000,5.609456868510000,12103.000000000000000,37,5,38,5
1056,McDonough,1056,2340,0.162499998700000,0,60,60,6.992307692310000,9.120884777200001,16362.000000000000000,58,0,45,6
1057,McDowell,1057,3697,0.256736109057000,0,55,55,6.939410332700000,8.248645234530001,25655.000000000000000,53,0,48,6
1058,McDuffie,1058,966,0.067083332796700,0,60,60,10.555900621099999,12.054245979499999,10197.000000000000000,56,0,27,7
1059,McHenry,1059,11109,0.771458327162000,0,62,62,8.400486092360000,15.903155797900000,93321.000000000000000,59,0,36,0
1060,McIntosh,1060,8525,0.592013884153000,0,55,55,2.468973607040000,5.415336573800000,21048.000000000000000,52,0,30,0
1061,McKenzie,1061,12762,0.886249992910000,0,63,63,22.103588779199999,17.695922445099999,282086.000000000000000,59,0,63,23
1062,McKinley,1062,20345,1.412847210920000,0,63,63,2.339936102240000,6.121386197660000,47606.000000000000000,61,0,52,0
1063,McLean,1063,16025,1.112847213320000,0,63,63,5.106084243370000,9.723964500290000,81825.000000000000000,61,0,53,0
1064,McLennan,1064,3770,0.261805553461000,0,63,63,15.120159151199999,16.919018914700001,57003.000000000000000,60,6,54,8
1065,McLeod,1065,2117,0.147013887713000,0,61,61,13.047709022199999,10.648064870800001,27622.000000000000000,58,8,54,9
1066,McMinn,1066,1590,0.110416665783000,0,61,61,13.353459119500000,12.221214568100001,21232.000000000000000,59,6,4,8
1067,McMullen,1067,3944,0.273888886698000,0,61,61,13.343052738300001,15.491072886000000,52625.000000000000000,59,0,4,8
1068,McNairy,1068,2075,0.144097221069000,0,53,53,5.062650602410000,6.918870839750000,10505.000000000000000,47,0,23,5
1069,McPherson,1069,11876,0.824722215624000,0,62,62,1.773492758500000,6.111120835930000,21062.000000000000000,60,0,43,0
1070,Meade,1070,19745,1.371180544590000,0,62,62,1.815598885790000,6.104905456080000,35849.000000000000000,60,0,53,0
1071,Meagher,1071,10499,0.729097216389000,0,28,28,0.120868654158000,1.276350703750000,1269.000000000000000,24,0,4,0
1072,Mecklenburg,1072,4574,0.317638886348000,0,63,63,30.419108001700000,26.927973899000001,139137.000000000000000,61,63,28,13
1073,Mecosta,1073,2351,0.163263887583000,0,58,58,7.994045087200000,8.061965373220000,18794.000000000000000,52,6,29,7
1074,Medina,1074,6327,0.439374996485000,0,61,61,11.369211316600000,16.262591126200000,71933.000000000000000,59,0,4,0
1075,Meeker,1075,2759,0.191597220689000,0,57,57,10.003262051500000,6.573943607650000,27599.000000000000000,52,7,5,9
1076,Meigs,1076,2500,0.173611109722000,0,49,49,5.505600000000000,6.583279474550000,13764.000000000000000,45,0,4,6
1077,Mellette,1077,5481,0.380624996955000,0,24,24,0.205072067141000,1.524207092500000,1124.000000000000000,21,0,13,0
1078,Menard,1078,4368,0.303333330907000,0,37,37,1.647664835160000,3.986032050390000,7197.000000000000000,31,0,27,0
1079,Mendocino,1079,13731,0.953541659038000,0,62,62,0.861481319642000,4.405313043030000,11829.000000000000000,56,0,39,0
1080,Menifee,1080,787,0.054652777340600,0,14,14,1.590851334180000,3.087511041930000,1252.000000000000000,10,0,14,0
1081,Menominee,1081,6078,0.422083329957000,0,61,61,3.494899638040000,6.833507994090000,21242.000000000000000,54,0,38,0
1082,Merced,1082,7450,0.517361106972000,0,63,63,7.962818791950000,12.384341167300001,59323.000000000000000,61,0,50,5
1083,Mercer,1083,17088,1.186666657170000,0,63,63,10.552785580500000,14.491712703799999,180326.000000000000000,60,0,48,7
1084,Meriwether,1084,1804,0.125277776776000,0,55,55,6.345898004430000,7.574396701450000,11448.000000000000000,47,0,34,6
1085,Merrick,1085,1973,0.137013887793000,0,45,45,3.026862645720000,5.374640396500000,5972.000000000000000,38,0,22,0
1086,Merrimack,1086,3964,0.275277775576000,0,61,61,13.792129162500000,12.651211681900000,54672.000000000000000,58,6,46,9
1087,Mesa,1087,12968,0.900555548351000,0,63,63,2.620219000620000,9.017635484770000,33979.000000000000000,61,0,39,0
1088,Metcalfe,1088,1093,0.075902777170600,0,33,33,3.651418115280000,5.190091049970000,3991.000000000000000,28,0,20,0
1089,Miami,1089,5394,0.374583330337000,0,60,60,13.530589543900000,13.309369357900000,72984.000000000000000,57,6,60,9
1090,Miami-Dade,1090,6666,0.462916662963000,0,63,63,20.522352235200000,25.590790614700001,136802.000000000000000,61,0,38,5
1091,Middlesex,1091,6781,0.470902774011000,0,63,63,42.469694735300003,19.517188935699998,287987.000000000000000,61,62,4,49
1092,Midland,1092,5358,0.372083330357000,0,63,63,14.459499813400001,16.819856150700002,77474.000000000000000,60,0,37,8
1093,Mifflin,1093,1642,0.114027776866000,0,57,57,8.275274056030000,9.934854064870001,13588.000000000000000,52,0,40,6
1094,Milam,1094,3607,0.250486109107000,0,51,51,2.136124202940000,6.345084325480000,7705.000000000000000,46,0,31,0
1095,Millard,1095,26596,1.846944429670000,0,54,54,0.515340652730000,2.898887232730000,13706.000000000000000,47,0,47,0
1096,Mille Lacs,1096,2948,0.204722220584000,0,57,57,7.624830393490000,7.932788012400000,22478.000000000000000,51,0,33,7
1097,Miller,1097,5642,0.391805552421000,0,63,63,5.978730946470000,10.194070811400000,33732.000000000000000,61,0,53,5
1098,Mills,1098,4404,0.305833330887000,0,55,55,2.866939146230000,6.263768237930000,12626.000000000000000,47,0,39,0
1099,Milwaukee,1099,997,0.069236110557200,28,63,35,61.486459378100001,4.611166421730000,61302.000000000000000,33,63,28,63
1100,Miner,1100,2387,0.165763887563000,0,38,38,0.943443653121000,3.648195110340000,2252.000000000000000,30,0,19,0
1101,Mineral,1101,24603,1.708541653000000,0,59,59,0.676543510954000,3.361583737550000,16645.000000000000000,53,0,35,0
1102,Mingo,1102,1600,0.111111110222000,0,54,54,7.979375000000000,5.813471390600000,12767.000000000000000,34,0,31,8
1103,Minidoka,1103,3119,0.216597220489000,0,61,61,3.930426418720000,8.812825160759999,12259.000000000000000,56,0,46,0
1104,Minnehaha,1104,3329,0.231180553706000,0,63,63,16.629918894599999,17.178861000300000,55361.000000000000000,60,6,49,10
1105,Missaukee,1105,2435,0.169097220869000,0,35,35,4.258726899380000,5.506427159510000,10370.000000000000000,32,0,34,0
1106,Mississippi,1106,5034,0.349583330537000,0,60,60,6.409018673020000,10.414672408700000,32263.000000000000000,58,0,56,5
1107,Missoula,1107,11501,0.798680549166000,0,62,62,3.059907834100000,8.684240135840000,35192.000000000000000,60,0,4,0
1108,Mitchell,1108,10638,0.738749994090000,0,60,60,3.594848655760000,6.722606518360000,38242.000000000000000,57,0,58,0
1109,Mobile,1109,4427,0.307430553096000,0,63,63,22.270612152700000,20.130295066199999,98592.000000000000000,61,0,4,14
1110,Modoc,1110,16895,1.173263879500000,0,34,34,0.206274045576000,1.400336807900000,3485.000000000000000,27,0,18,0
1111,Moffat,1111,18974,1.317638878350000,0,60,60,0.700537577738000,3.716560293200000,13292.000000000000000,55,0,4,0
1112,Mohave,1112,50039,3.474930527760000,0,63,63,1.209216810890000,5.940414895560000,60508.000000000000000,62,0,3,0
1113,Moniteau,1113,1619,0.112430554656000,0,53,53,6.623841877700000,6.429352840800000,10724.000000000000000,46,5,25,5
1114,Monmouth,1114,1888,0.131111110062000,14,63,49,51.550317796599998,14.225395421500000,97327.000000000000000,50,62,14,59
1115,Mono,1115,12004,0.833611104442000,0,55,55,0.376374541819000,2.489256151200000,4518.000000000000000,40,0,21,0
1116,Monona,1116,2843,0.197430553976000,0,46,46,2.823074217380000,5.297415610100000,8026.000000000000000,38,0,27,0
1117,Monongalia,1117,1435,0.099652776980600,0,62,62,17.971428571400001,16.261963241899998,25789.000000000000000,59,7,49,11
1118,Monroe,1118,39875,2.769097200070000,0,63,63,10.269291536100001,14.963645263100000,409488.000000000000000,61,0,4,6
