OBJECTID,NAME_2,ZONE_CODE,COUNT_nl,AREA_nl,MIN_nl,MAX_nl,RANGE_nl,MEAN_nl,STD_nl,SUM_nl,VARIETY_nl,MAJORITY_nl,MINORITY_nl,MEDIAN_nl,COUNT_P,AREA_p,MIN_pop,MAX_pop,RANGE_pop,MEAN_pop,STD_pop,SUM_pop
878,Keweenaw,878,2525,0.175347221,0,15,15,0.395247525,1.7647307,998,12,0,14,0,23451,1465687500,0,58.90394592,58.90394592,0.088144116,1.346263084,2067.067665
879,Keya Paha,879,3150,0.218749998,0,12,12,0.103174603,0.904568345,325,9,0,10,0,32129,2008062500,0,34.17994308,34.17994308,0.022359878,0.407939692,718.4005087
880,Kidder,880,6384,0.44333333,0,27,27,0.565946115,2.214324403,3613,24,0,4,0,59433,3714562500,0,78.4159317,78.4159317,0.038306061,0.820323954,2276.644145
881,Kimball,881,3802,0.264027776,0,51,51,1.04392425,4.491785262,3969,48,0,17,0,39286,2455375000,0,123.4281387,123.4281387,0.092991445,1.977117356,3653.261889
882,Kimble,882,4448,0.308888886,0,45,45,0.384217626,2.86775252,1709,32,0,17,0,52137,3258562500,0,125.7463226,125.7463226,0.088705133,1.712159709,4624.819504
883,King,883,13142,0.912638882,0,63,63,14.34637042,22.33677725,188540,61,0,4,0,128782,8048875000,0,1820.121948,1820.121948,15.63999653,58.48232107,2014150.033
884,King and Queen,884,1217,0.084513888,0,35,35,3.750205423,3.616140032,4564,22,0,14,5,13258,828625000,0,163.1902161,163.1902161,0.542022253,3.324334601,7186.131034
885,King George,885,683,0.047430555,0,53,53,11.70717423,8.186822505,7996,44,8,25,9,7366,460375000,0,268.8840027,268.8840027,3.733631247,14.31216346,27501.92777
886,King William,886,1123,0.07798611,0,56,56,7.102404274,6.6049459,7976,41,5,28,6,12178,761125000,0,362.869873,362.869873,1.41700506,8.505717196,17256.28762
887,Kingfisher,887,3323,0.230763887,0,57,57,2.292807704,6.316987642,7619,48,0,5,0,37783,2361437500,0,138.8214416,138.8214416,0.406793459,4.099472362,15369.87728
888,Kingman,888,3319,0.230486109,0,48,48,0.830671889,3.789061404,2757,37,0,17,0,36010,2250625000,0,113.0563049,113.0563049,0.206508859,2.392794481,7436.384014
889,Kings,889,5480,0.380555553,0,63,63,10.31459854,16.98735915,56524,62,0,3,5,60517,3782312500,0,4898.119629,4898.119629,44.09491282,244.9676585,2668491.839
890,Kingsbury,890,3654,0.253749998,0,39,39,1.888067871,4.615400429,6899,35,0,19,0,35767,2235437500,0,97.79710388,97.79710388,0.132111086,1.72404003,4725.217205
891,Kinney,891,4678,0.324861109,0,34,34,0.222744763,1.949112116,1042,26,0,10,0,56909,3556812500,0,304.5025024,304.5025024,0.064626346,2.002354059,3677.820711
892,Kiowa,892,13453,0.934236104,0,54,54,0.519512376,2.7790635,6989,43,0,19,0,147029,9189312500,0,124.2710266,124.2710266,0.085060679,1.693604237,12506.38652
893,Kit Carson,893,8457,0.587291662,0,56,56,0.504670687,3.183335494,4268,44,0,21,0,89765,5610312500,0,429.0614319,429.0614319,0.092669379,2.566576298,8318.466849
894,Kitsap,894,1781,0.123680555,0,60,60,21.38293094,14.88305227,38083,57,9,58,16,16527,1032937500,0,809.6422729,809.6422729,15.58411276,35.42762082,257558.6316
895,Kittitas,895,10314,0.716249994,0,62,62,2.178204382,5.736442569,22466,59,0,35,0,96766,6047875000,0,1136.686523,1136.686523,0.462986151,8.274218591,44801.31789
896,Kittson,896,5071,0.352152775,0,43,43,2.842437389,4.979173892,14414,36,0,26,0,45442,2840125000,0,90.64797211,90.64797211,0.091905575,1.349191078,4176.373117
897,Klamath,897,25251,1.753541653,0,62,62,0.812641084,4.50389631,20520,60,0,29,0,254576,15911000000,0,407.0093079,407.0093079,0.263271778,4.485365654,67022.67624
898,Kleberg,898,3032,0.210555554,0,63,63,3.384234829,9.756794643,10261,57,0,26,0,36829,2301812500,0,649.1448975,649.1448975,0.873212384,10.25746753,32159.5389
899,Klickitat,899,8178,0.567916662,0,58,58,1.07361213,3.791581811,8780,44,0,23,0,78148,4884250000,0,272.0281067,272.0281067,0.265011314,3.471352937,20710.10415
900,Knott,900,1348,0.09361111,0,21,21,5.979228487,3.769058238,8060,18,7,19,7,14681,917562500,0,370.9501343,370.9501343,1.062602391,7.466609401,15600.0657
901,Knox,901,21824,1.515555543,0,63,63,8.367072947,14.49685598,182603,61,0,4,5,231530,14470625000,0,1998.798218,1998.798218,2.996508804,16.59341327,693781.6834
902,Kodiak Island,902,37851,2.628541646,0,44,44,0.096377903,1.493395263,3648,38,0,18,0,274175,17135937500,0,44.10139084,44.10139084,0.000777244,0.121318937,213.1007568
903,Koochiching,903,14305,0.99340277,0,62,62,0.805452639,4.251525414,11522,57,0,30,0,131002,8187625000,0,170.8415833,170.8415833,0.099727425,2.040174935,13064.49211
904,Kootenai,904,5961,0.41395833,0,63,63,8.523737628,13.8028689,50810,61,0,54,5,54693,3418312500,0,460.3902893,460.3902893,2.833344363,16.40206289,154964.1032
905,Kosciusko,905,2212,0.15361111,0,60,60,15.55470163,11.53225646,34407,56,8,41,11,23073,1442062500,0,366.7269287,366.7269287,3.418940892,12.27202278,78885.22321
906,Kossuth,906,4099,0.284652776,0,58,58,3.582825079,6.250886854,14686,51,0,28,0,40815,2550937500,0,164.7570801,164.7570801,0.372739925,3.828714249,15213.38005
907,La Crosse,907,1981,0.137569443,0,62,62,18.43866734,16.80562329,36527,59,6,36,10,19857,1241062500,0,950.7758179,950.7758179,5.907110688,27.85153748,117297.4969
908,La Paz,908,16373,1.13701388,0,62,62,0.670066573,3.405472866,10971,56,0,24,0,187241,11702562500,0,262.5552673,262.5552673,0.110086082,2.248294704,20612.62813
909,La Plata,909,6490,0.450694441,0,61,61,3.112326656,7.059499647,20199,59,0,40,0,70760,4422500000,0,352.7706909,352.7706909,0.77755298,8.135590947,55019.64887
910,La Salle,910,12036,0.835833327,0,62,62,12.83964772,14.45716137,154538,60,0,4,8,136691,8543187500,0,930.7866821,930.7866821,0.998528828,8.85782097,136489.904
911,Labette,911,2512,0.174444443,0,58,58,2.800557325,7.718965993,7035,53,0,4,0,27281,1705062500,0,219.6124725,219.6124725,0.764013048,5.928724673,20843.03997
912,Lac qui Parle,912,3329,0.231180554,0,46,46,3.006608591,5.64568794,10009,40,0,19,0,32215,2013437500,0,128.2876587,128.2876587,0.210929516,2.350006718,6795.094354
913,Lackawanna,913,1869,0.129791666,5,63,58,26.71375067,17.64209083,49928,59,7,5,21,19216,1201000000,0,1480.499268,1480.499268,11.06432558,37.58894685,212612.0804
914,Laclede,914,2905,0.201736109,0,60,60,5.535628227,9.053494917,16081,57,0,4,5,31701,1981312500,0,225.0448303,225.0448303,1.158961152,7.10712951,36740.22747
915,Lafayette,915,12365,0.858680549,0,63,63,8.7948241,13.94914357,108748,61,0,49,6,137329,8583062500,0,2085.384033,2085.384033,2.598329535,16.75527959,356825.9967
916,Lafourche,916,4093,0.284236109,0,63,63,12.70144149,13.44754049,51987,61,5,62,7,48205,3012812500,0,363.0313416,363.0313416,2.049285205,11.6124721,98785.79332
917,LaGrange,917,1552,0.107777777,0,43,43,9.385953608,7.075796091,14567,38,7,37,8,16048,1003000000,0,159.4514771,159.4514771,2.363265985,7.130937631,37925.69252
918,Lake,918,73070,5.074305515,0,63,63,5.178527439,14.11595905,378395,61,0,42,0,735876,45992250000,0,3305.189209,3305.189209,2.646582627,18.41236915,1947556.637
919,Lake and Peninsula,919,153839,10.6832638,0,9,9,0.003614168,0.16031885,556,5,0,9,0,1091036,68189750000,0,103.9319077,103.9319077,0.001201669,0.122269902,1311.064647
920,Lake Erie,920,20246,1.405972211,0,63,63,4.900671738,10.17089782,99219,60,0,39,0,207314,12957125000,0,1214.088135,1214.088135,0.062729701,3.826871624,13004.74517
921,Lake Hurron,921,38385,2.665624979,0,63,63,0.562224827,3.096778722,21581,56,0,47,0,375409,23463062500,0,145.9473419,145.9473419,0.011871057,0.592519676,4456.501624
922,Lake Michigan,922,93529,6.495069392,0,63,63,2.146489324,6.909215399,200759,61,0,4,0,925810,57863125000,0,193.4074249,193.4074249,0.014788327,0.846688289,13691.18067
923,Lake of the Woods,923,8126,0.564305551,0,57,57,0.954713266,3.812252332,7758,45,0,20,0,73589,4599312500,0,86.03940582,86.03940582,0.053694851,1.045179883,3951.350389
924,Lake Ontario,924,14979,1.040208325,0,63,63,2.254289338,6.695898985,33767,61,0,51,0,149295,9330937500,0,440.331665,440.331665,0.054463829,2.269102646,8131.177407
925,Lake St. Clair,925,764,0.053055555,7,63,56,23.2552356,15.6452504,17767,57,9,43,17,7897,493562500,0,390.2070618,390.2070618,1.143864524,11.5915345,9033.098144
926,Lake Superior,926,91206,6.333749949,0,62,62,0.267504331,2.541878757,24398,60,0,4,0,851977,53248562500,0,1103.194458,1103.194458,0.012212284,1.670301174,10404.58517
927,Lamar,927,8019,0.556874996,0,63,63,6.164359646,10.55682179,49432,61,0,47,5,92497,5781062500,0,510.4469604,510.4469604,1.597132741,10.28130302,147729.9871
928,Lamb,928,3696,0.256666665,0,60,60,2.719426407,6.185578054,10051,49,0,30,0,41992,2624500000,0,163.1830597,163.1830597,0.320352877,4.058903388,13452.25802
929,Lamoille,929,1959,0.136041666,0,34,34,5.826952527,5.814309543,11415,31,0,32,6,19210,1200625000,0,331.3114014,331.3114014,1.294819244,7.162664913,24873.47768
930,Lamoure,930,5040,0.349999997,0,33,33,1.31765873,3.393341647,6641,28,0,20,0,47601,2975062500,0,131.1211243,131.1211243,0.080563222,1.346573342,3834.889949
931,Lampasas,931,2506,0.174027776,0,57,57,2.162809258,6.30261014,5420,46,0,25,0,29603,1850187500,0,164.6253204,164.6253204,0.683074995,4.931787512,20221.06908
932,Lancaster,932,9844,0.683611106,0,63,63,20.37464445,17.97911875,200568,61,6,4,12,104601,6537562500,0,2126.748047,2126.748047,8.961180924,35.03195586,937348.4859
933,Lander,933,21746,1.510138877,0,51,51,0.433826911,2.983532449,9434,46,0,47,0,229186,14324125000,0,213.6058807,213.6058807,0.024905894,1.216876157,5708.082177
934,Lane,934,22142,1.537638877,0,63,63,2.552931081,8.542918645,56527,61,0,49,0,221856,13866000000,0,1657.121704,1657.121704,1.644761889,15.55275102,364900.2937
935,Langlade,935,3814,0.264861109,0,60,60,4.369690614,7.649347427,16666,55,0,29,0,36911,2306937500,0,240.4018402,240.4018402,0.525745257,4.796348945,19405.78318
936,Lanier,936,705,0.048958333,0,49,49,5.458156028,6.764007332,3848,33,0,15,5,8345,521562500,0,246.0848846,246.0848846,1.406582224,8.735048583,11737.92866
937,Lapeer,937,2733,0.189791665,6,59,53,13.71167216,8.785878252,37474,54,7,47,11,27437,1714812500,0,494.2947083,494.2947083,3.176071178,11.77487748,87141.86491
938,LaPorte,938,2425,0.168402776,0,61,61,16.51587629,13.68646918,40051,58,6,52,11,25062,1566375000,0,1520.665894,1520.665894,4.428057258,20.38582677,110975.971
939,Laramie,939,10736,0.74555555,0,63,63,3.592399404,10.0879531,38568,61,0,41,0,111042,6940125000,0,507.5628662,507.5628662,0.866682383,9.740289126,96238.14522
940,Larimer,940,10400,0.722222216,0,63,63,6.090576923,14.53925283,63342,61,0,36,0,109480,6842500000,0,1444.473999,1444.473999,2.958498019,20.52586116,323896.3631
941,Larue,941,1002,0.069583333,0,36,36,6.442115768,5.474048985,6455,34,6,4,6,10915,682187500,0,232.6721954,232.6721954,1.314546713,7.446092109,14348.27737
942,Las Animas,942,18081,1.25562499,0,61,61,0.466954261,3.297052473,8443,55,0,36,0,197724,12357750000,0,269.1794434,269.1794434,0.078370045,2.17990032,15495.63878
943,Lassen,943,18869,1.310347212,0,60,60,0.70597276,3.798300766,13321,57,0,27,0,196447,12277937500,0,899.0914917,899.0914917,0.178669724,5.312272595,35099.13126
944,Latah,944,4715,0.327430553,0,59,59,3.074655355,6.268399789,14497,54,0,22,0,44843,2802687500,0,909.7922363,909.7922363,0.850287393,11.13918144,38129.43757
945,Latimer,945,2637,0.183124999,0,45,45,1.491467577,4.242062253,3933,36,0,25,0,30084,1880250000,0,298.3053589,298.3053589,0.373511681,3.819288102,11236.72541
946,Lauderdale,946,7051,0.489652774,0,63,63,10.75960857,13.14411536,75866,61,0,51,7,80472,5029500000,0,826.0626831,826.0626831,2.517859391,13.02662185,202617.181
947,Laurel,947,1686,0.117083332,0,61,61,11.56465006,14.35870027,19498,58,0,47,7,18489,1155562500,0,344.4738464,344.4738464,3.325808012,12.17702583,61490.86434
948,Laurens,948,5581,0.387569441,0,63,63,9.43003046,11.23299788,52629,61,0,63,7,64110,4006875000,0,450.7648315,450.7648315,1.774582201,8.77395235,113768.4649
949,Lavaca,949,3362,0.23347222,0,54,54,3.109161214,7.261351609,10453,47,0,31,0,40411,2525687500,0,115.0186691,115.0186691,0.475060531,3.843438016,19197.67111
950,Lawrence,950,22493,1.562013876,0,61,61,7.598452852,10.6479145,170912,59,0,61,6,243541,15221312500,0,759.0296631,759.0296631,1.637624163,9.235838367,398828.6263
951,Le Flore,951,5956,0.413611108,0,62,62,3.508562794,7.747013152,20897,58,0,32,0,66929,4183062500,0,515.8180542,515.8180542,0.7639026,5.781783369,51127.23714
952,Le Sueur,952,1984,0.137777777,6,52,46,12.13961694,8.12336603,24085,47,7,52,9,19627,1226687500,0,240.2806396,240.2806396,1.542893933,8.900776004,30282.37922
953,Lea,953,15662,1.08763888,0,63,63,3.557080833,8.937239386,55711,60,0,50,0,181738,11358625000,0,311.7857361,311.7857361,0.381257853,5.95130013,69289.03969
954,Leake,954,2058,0.142916666,0,57,57,5.238095238,6.428999734,10780,43,0,30,5,24085,1505312500,0,1029.282104,1029.282104,1.039335535,8.990034469,25032.39637
955,Leavenworth,955,1820,0.126388888,0,62,62,16.0489011,14.04526919,29209,58,6,38,10,19535,1220937500,0,787.4514771,787.4514771,4.073006978,20.54075407,79566.19132
956,Lebanon,956,1430,0.099305555,5,62,57,24.8958042,14.46010849,35601,58,16,62,21,14996,937250000,0,1152.039307,1152.039307,9.30280238,31.9744237,139504.8245
957,Lee,957,22527,1.564374987,0,63,63,13.60846984,17.55161924,306558,61,0,4,7,253814,15863375000,0,2225.332764,2225.332764,4.747167451,20.6719923,1204897.559
958,Leelanau,958,1632,0.113333332,0,56,56,6.154411765,6.129479566,10044,39,0,4,6,15885,992812500,0,126.5452957,126.5452957,1.346354387,5.697059396,21386.83943
959,Leflore,959,2189,0.152013888,0,61,61,4.694380996,11.00094561,10276,59,0,35,0,25037,1564812500,0,624.2493896,624.2493896,1.1759423,10.82832198,29442.06736
960,Lehigh,960,1372,0.095277777,7,63,56,39.20335277,19.55597231,53787,57,63,7,40,14344,896500000,0,1295.302612,1295.302612,25.02693055,67.7208932,358986.2918
961,Lemhi,961,19433,1.349513878,0,50,50,0.195543663,1.844058666,3800,39,0,18,0,189416,11838500000,0,82.64929199,82.64929199,0.041818142,1.058881831,7921.025207
962,Lenawee,962,3056,0.212222221,0,60,60,12.61780105,10.4388896,38560,56,8,41,10,31631,1976937500,0,752.9799805,752.9799805,3.146261861,15.20200667,99519.40891
963,Lenoir,963,1498,0.104027777,5,63,58,16.44392523,14.20726299,24633,59,8,46,10,16806,1050375000,0,492.6253967,492.6253967,3.507407319,13.68406799,58945.4874
964,Leon,964,6275,0.435763885,0,63,63,8.808446215,15.70146669,55273,61,0,36,0,74182,4636375000,0,1756.09314,1756.09314,4.180242952,26.67749456,310098.7827
965,Leslie,965,1541,0.107013888,0,20,20,3.056456846,3.847691459,4710,17,0,19,0,16839,1052437500,0,240.0235748,240.0235748,0.6381034,4.718205518,10745.02315
966,Letcher,966,1287,0.089374999,0,37,37,7.777777778,5.868835981,10010,32,0,34,7,14104,881500000,0,233.7112732,233.7112732,1.695584947,8.953223864,23914.53009
967,Levy,967,3976,0.276111109,0,46,46,3.379527163,5.435655571,13437,41,0,28,0,47307,2956687500,0,251.3100128,251.3100128,0.92680282,5.257619981,43844.26103
968,Lewis,968,24651,1.711874986,0,53,53,2.59283599,5.594154441,63916,51,0,51,0,244095,15255937500,0,321.3635864,321.3635864,0.659317217,5.352543704,160936.036
969,Lewis and Clark,969,15434,1.071805547,0,63,63,1.612738111,6.557588391,24891,61,0,60,0,144275,9017187500,0,335.082489,335.082489,0.463615433,6.331910919,66888.1166
970,Lexington,970,2762,0.191805554,5,63,58,27.6230992,19.30837675,76295,59,62,5,20,31504,1969000000,0,701.4812012,701.4812012,9.286803242,23.64585117,292571.4493
971,Liberty,971,15520,1.077777769,0,63,63,4.451546392,9.179606638,69088,61,0,45,0,166275,10392187500,0,783.8253784,783.8253784,0.91830147,9.157688178,152690.577
972,Licking,972,2699,0.187430554,0,62,62,20.82474991,15.31809328,56206,59,9,5,14,28501,1781312500,0,850.9912109,850.9912109,6.182084169,22.48931458,176195.5809
973,Limestone,973,5540,0.384722219,0,63,63,9.087906137,12.98920817,50347,61,0,4,5,64251,4015687500,0,474.0534058,474.0534058,1.809401429,9.94870646,116255.8512
974,Lincoln,974,163901,11.3820138,0,63,63,1.857706786,5.865413997,304480,61,0,59,0,1713836,1.07E+11,0,3254.571777,3254.571777,0.390897898,5.238708154,669934.8891
975,Linn,975,17380,1.206944435,0,63,63,6.19159954,11.95114714,107610,61,0,63,0,176516,11032250000,0,616.1378174,616.1378174,2.066469548,14.66915933,364764.9387
976,Lipscomb,976,3445,0.239236109,0,26,26,0.847314949,2.534618808,2919,21,0,19,0,38412,2400750000,0,144.500946,144.500946,0.088039771,1.947443531,3381.783677
977,Litchfield,977,3823,0.265486109,0,60,60,15.45801726,11.45018452,59096,58,6,4,12,39326,2457875000,0,350.1802979,350.1802979,4.896113826,16.93220886,192544.5723
978,Little River,978,2056,0.142777777,0,62,62,3.857490272,8.064949283,7931,52,0,25,0,23495,1468437500,0,164.4645386,164.4645386,0.546348984,3.903775665,12836.46937
979,Live Oak,979,3683,0.255763887,0,58,58,7.106163454,11.14712279,26172,52,0,55,0,44558,2784875000,0,167.029953,167.029953,0.245488498,2.874361178,10938.4765
980,Livingston,980,15064,1.046111103,0,62,62,11.37858471,12.6871961,171407,60,0,62,7,159939,9996187500,0,1083.976807,1083.976807,2.941780474,13.01913364,470505.4272
981,Llano,981,3388,0.235277776,0,47,47,1.801652893,5.924224147,6104,43,0,26,0,40000,2500000000,0,136.0875854,136.0875854,0.489345112,3.78307339,19573.80449
982,Logan,982,31804,2.208611093,0,61,61,3.663407119,7.629253018,116511,59,0,53,0,335304,20956500000,0,832.6893921,832.6893921,0.699532913,6.689031611,234556.1839
983,Long,983,1430,0.099305555,0,51,51,3.927272727,6.366456917,5616,38,0,23,0,16782,1048875000,0,277.7273254,277.7273254,1.006339229,8.359574419,16888.38494
984,Lonoke,984,2949,0.204791665,0,60,60,7.793828416,10.58692399,22984,58,0,4,6,33497,2093562500,0,412.0437012,412.0437012,2.300385633,12.26858932,77056.01754
985,Lorain,985,1996,0.13861111,7,62,55,32.67885772,19.40083397,65227,56,60,7,28,20555,1284687500,0,753.5960083,753.5960083,14.92834862,37.0711424,306852.206
986,Los Alamos,986,400,0.027777778,0,62,62,16.055,17.50205631,6422,55,0,34,9,4477,279812500,0,255.8639221,255.8639221,3.888795312,17.99338844,17410.13661
987,Los Angeles,987,14954,1.038472214,0,63,63,29.05256119,26.41432395,434452,61,63,46,13,169537,10596062500,0,3936.923584,3936.923584,58.16684789,150.0048315,9861432.89
988,Loudon,988,920,0.063888888,5,61,56,20.47826087,14.61214374,18840,57,6,38,15,10249,640562500,0,279.124115,279.124115,5.243115005,15.00958288,53736.68569
989,Loudoun,989,2032,0.14111111,0,63,63,25.8257874,20.85653951,52478,60,10,45,14,21707,1356687500,0,1123.520508,1123.520508,18.89435179,61.24633046,410139.6942
990,Louisa,990,3634,0.252361109,0,45,45,6.994771602,5.435793759,25419,39,6,39,6,38407,2400437500,0,253.4233246,253.4233246,1.258819173,6.817021936,48347.468
991,Loup,991,2352,0.163333332,0,9,9,0.107568027,0.844093446,253,6,0,9,0,23627,1476687500,0,22.67005157,22.67005157,0.024949364,0.41835991,589.4786148
992,Love,992,1932,0.134166666,0,58,58,3.697204969,8.039945076,7143,51,0,34,0,22417,1401062500,0,117.703537,117.703537,0.433692413,3.270105714,9722.08282
993,Loving,993,2412,0.167499999,0,40,40,4.496268657,6.747365017,10845,32,0,28,0,28222,1763875000,0,17.52192307,17.52192307,0.00318191,0.129964757,89.79985517
994,Lowndes,994,6285,0.43645833,0,63,63,11.53937947,15.09801182,72525,61,0,4,7,73075,4567187500,0,1256.096191,1256.096191,2.555896647,15.14492142,186772.1475
995,Lubbock,995,3261,0.226458332,0,63,63,17.97853419,20.71238548,58628,60,0,41,9,37291,2330687500,0,790.6989746,790.6989746,7.923675734,33.74694923,295481.7918
996,Lucas,996,3184,0.221111109,0,63,63,19.42556533,23.81771199,61851,60,0,38,7,32443,2027687500,0,1118.586426,1118.586426,13.47947574,39.9710371,437314.6313
997,Luce,997,4054,0.281527776,0,44,44,0.856931426,4.033866873,3474,40,0,26,0,38480,2405000000,0,343.6729736,343.6729736,0.165697667,3.400803738,6376.046221
998,Lumpkin,998,1042,0.072361111,0,55,55,7.809021113,8.264984949,8137,46,0,23,7,11812,738250000,0,576.9165039,576.9165039,2.995184697,13.23280152,35379.12164
999,Luna,999,10533,0.731458327,0,62,62,0.946833761,4.672653118,9973,55,0,24,0,123126,7695375000,0,485.7983398,485.7983398,0.202352558,3.744101636,24914.8611
1000,Lunenburg,1000,1625,0.112847221,0,46,46,3.900307692,5.500872649,6338,37,0,26,5,17877,1117312500,0,466.9737854,466.9737854,0.711295948,5.873061106,12715.83767
1001,Luzerne,1001,3646,0.253194442,0,63,63,21.57542512,17.29304997,78664,61,8,4,14,37785,2361562500,0,1118.216919,1118.216919,8.456776769,32.80478233,319539.3102
1002,Lycoming,1002,4998,0.347083331,0,61,61,8.18707483,11.24514999,40919,59,0,4,6,51592,3224500000,0,664.0292969,664.0292969,2.190856214,14.01595873,113030.6538
1003,Lyman,1003,7194,0.499583329,0,42,42,0.939810954,3.681112484,6761,37,0,34,0,71088,4443000000,0,148.0678711,148.0678711,0.051356153,1.35728983,3650.806186
1004,Lynchburg,1004,192,0.013333333,27,63,36,57.875,8.296271753,11112,31,63,27,62,2109,131812500,0,1300.170654,1300.170654,38.37779686,73.82304375,80938.77358
1005,Lynn,1005,3230,0.224305554,0,34,34,0.888544892,3.111542287,2870,25,0,20,0,37274,2329625000,0,106.7017822,106.7017822,0.151327988,2.285780357,5640.599431
1006,Lyon,1006,17494,1.214861101,0,63,63,3.973819595,7.791813592,69518,61,0,46,0,183923,11495187500,0,510.4902039,510.4902039,0.766605194,7.641865388,140996.327
1007,Mackinac,1007,4591,0.318819442,0,45,45,1.613156175,4.283082711,7406,35,0,22,0,44307,2769187500,0,93.11627197,93.11627197,0.224883987,2.114580941,9963.934795
1008,Macomb,1008,1982,0.137638888,9,63,54,44.46115035,19.71331498,88122,55,63,9,55,20005,1250312500,0,735.4083862,735.4083862,42.66193648,65.76347803,853452.0393
1009,Macon,1009,12168,0.844999993,0,63,63,6.473126233,10.92841454,78765,61,0,45,5,134974,8435875000,0,653.9459229,653.9459229,1.607767956,10.76732819,217006.8722
1010,Macoupin,1010,3391,0.235486109,0,54,54,7.053081687,7.822500897,23917,50,0,47,6,36066,2254125000,0,223.520874,223.520874,1.298303232,7.634828506,46824.60437
1011,Madera,1011,8134,0.564861107,0,63,63,5.117285468,10.01990955,41624,61,0,48,0,89249,5578062500,0,990.4302979,990.4302979,1.852212171,17.40826672,165308.0841
1012,Madison,1012,55995,3.888541636,0,63,63,8.139708903,14.10054215,455783,61,0,42,0,593832,37114500000,0,2464.243164,2464.243164,2.392447309,15.26113585,1420711.771
1013,Magoffin,1013,1180,0.081944444,0,39,39,2.987288136,5.540208137,3525,32,0,18,0,12858,803625000,0,326.7618408,326.7618408,1.029676076,8.164381761,13239.57498
1014,Mahaska,1014,2297,0.159513888,0,59,59,7.459730083,8.485448761,17135,56,6,4,6,23807,1487937500,0,355.4267578,355.4267578,0.938611217,7.159393417,22345.51723
1015,Mahnomen,1015,2644,0.18361111,0,50,50,2.35816944,5.350986927,6235,38,0,22,0,24406,1525375000,0,183.3063049,183.3063049,0.22626424,2.652964931,5522.205038
1016,Mahoning,1016,1707,0.118541666,10,63,53,35.34094903,17.2385239,60327,54,62,10,33,17674,1104625000,0,551.4379272,551.4379272,12.89861307,29.29714577,227970.0874
1017,Major,1017,3602,0.250138887,0,48,48,1.255691283,4.352892174,4523,35,0,5,0,39773,2485812500,0,99.86078644,99.86078644,0.18814174,2.200474769,7482.961433
1018,Malheur,1018,41046,2.850416644,0,62,62,0.415192711,2.806099944,17042,60,0,47,0,411648,25728000000,0,425.7828064,425.7828064,0.075222489,2.493808883,30965.18726
1019,Manassas,1019,37,0.002569444,42,63,21,60.54054054,5.263821418,2240,8,63,52,63,412,25750000,0,928.3488159,928.3488159,94.34862809,138.4849056,38871.63477
1020,Manassas Park,1020,12,0.000833333,61,63,2,62.5,0.763762616,750,3,63,61,63,115,7187500,0,492.1989441,492.1989441,116.6237534,121.2528899,13411.73164
1021,Manatee,1021,2584,0.179444443,0,63,63,20.41408669,22.62716838,52750,61,5,41,7,31284,1955250000,0,1176.768433,1176.768433,11.24269957,35.71354808,351716.6134
1022,Manistee,1022,2336,0.162222221,0,58,58,6.248715753,8.973813124,14597,54,0,26,5,23039,1439937500,0,254.8282318,254.8282318,1.051042497,6.577039755,24214.96808
1023,Manitowoc,1023,2504,0.173888887,0,62,62,18.04752396,11.9529052,45191,58,11,0,13,24674,1542125000,0,420.3492126,420.3492126,3.195094523,15.16849511,78835.76226
1024,Marathon,1024,6695,0.464930552,0,62,62,13.41433906,12.71141527,89809,59,7,51,9,65347,4084187500,0,335.2894592,335.2894592,2.097227092,11.31736552,137047.4988
1025,Marengo,1025,3529,0.245069442,0,59,59,2.598186455,6.412614826,9169,48,0,26,0,40884,2555250000,0,250.9545441,250.9545441,0.492715252,4.337144712,20144.17038
1026,Maricopa,1026,33373,2.317569426,0,63,63,13.1070626,22.28227186,437422,61,0,34,0,383219,23951187500,0,3603.678467,3603.678467,10.994772,47.25467237,4213405.531
1027,Maries,1027,2044,0.141944443,0,22,22,1.982387476,3.562920999,4052,20,0,4,0,22023,1376437500,0,101.2346725,101.2346725,0.423138265,2.864893532,9318.774009
1028,Marin,1028,2027,0.140763888,0,63,63,13.70152935,19.87363167,27773,60,0,28,5,21802,1362625000,0,4854.35498,4854.35498,11.55536614,58.04795398,251930.0926
1029,Marinette,1029,6107,0.424097219,0,61,61,5.89978713,7.824950226,36030,57,0,45,6,58833,3677062500,0,368.7987366,368.7987366,0.671882589,5.467715856,39528.86835
1030,Marion,1030,39971,2.775763867,0,63,63,10.44962598,15.690332,417682,61,0,46,6,440271,27516937500,0,2257.175537,2257.175537,4.601245399,23.25003248,2025794.913
1031,Mariposa,1031,5572,0.386944441,0,22,22,0.623833453,1.990625685,3476,20,0,14,0,60765,3797812500,0,240.0112762,240.0112762,0.307790872,3.682638299,18702.91234
1032,Marlboro,1032,1770,0.122916666,0,61,61,11.50169492,11.26241926,20358,59,0,41,9,20216,1263500000,0,605.0413818,605.0413818,1.419234686,9.785368922,28691.2484
1033,Marquette,1033,10094,0.700972217,0,60,60,5.325242718,9.098427219,53753,58,0,4,0,96989,6061812500,0,810.4689941,810.4689941,0.85105004,8.44303859,82542.49231
1034,Marshall,1034,31784,2.207222205,0,62,62,6.296658696,9.248896719,200133,60,0,62,6,324101,20256312500,0,665.9932861,665.9932861,1.153256537,7.579914901,373771.597
